"","Date","Port.Ret"
"1",2019-01-02,0.0118968899883187
"2",2019-01-03,-0.0512068436497816
"3",2019-01-04,0.0489632361801111
"4",2019-01-07,0.0105423372464049
"5",2019-01-08,0.0143196048242318
"6",2019-01-09,0.00543991827036994
"7",2019-01-10,-0.000990308601705681
"8",2019-01-11,-0.0104899238262373
"9",2019-01-14,-0.0137056191283725
"10",2019-01-15,0.029261138130434
"11",2019-01-16,0.00698298666000774
"12",2019-01-17,0.00657497759488956
"13",2019-01-18,0.00507964586258858
"14",2019-01-22,-0.0288148147416657
"15",2019-01-23,0.00453503233970287
"16",2019-01-24,0.000170478890518799
"17",2019-01-25,0.0190638227798721
"18",2019-01-28,-0.0161253023883929
"19",2019-01-29,-0.0156707652548691
"20",2019-01-30,0.0476756110303238
"21",2019-01-31,0.0204889833975963
"22",2019-02-01,-0.0203304934702504
"23",2019-02-04,0.0174612377474914
"24",2019-02-05,0.0148145480921051
"25",2019-02-06,-0.0124083149685158
"26",2019-02-07,-0.0165520107438553
"27",2019-02-08,-0.00609986874587976
"28",2019-02-11,-0.00141427003143924
"29",2019-02-12,0.0205959932797055
"30",2019-02-13,-0.00135102090295491
"31",2019-02-14,-0.00189043504806807
"32",2019-02-15,-0.00611388468875218
"33",2019-02-19,0.00652002130055562
"34",2019-02-20,-0.000324964176392384
"35",2019-02-21,-0.00737748621602052
"36",2019-02-22,0.0102687800244017
"37",2019-02-25,0.00251239839841588
"38",2019-02-26,0.00255305610862266
"39",2019-02-27,0.00228801209746443
"40",2019-02-28,-0.00252710264190192
"41",2019-03-01,0.0161903035218669
"42",2019-03-04,0.00855296414609552
"43",2019-03-05,0.00265208210189205
"44",2019-03-06,-0.00777461879987729
"45",2019-03-07,-0.0166417211593176
"46",2019-03-08,-0.00052337333464203
"47",2019-03-11,0.0315852051202188
"48",2019-03-12,0.00920299036508232
"49",2019-03-13,0.00501010787002354
"50",2019-03-14,0.000767653383688227
"51",2019-03-15,0.00927793862585014
"52",2019-03-18,0.00922543174286306
"53",2019-03-19,0.0049541958649244
"54",2019-03-20,0.0164822695738021
"55",2019-03-21,0.0186409282025284
"56",2019-03-22,-0.0239326588041202
"57",2019-03-25,-0.00574447132703515
"58",2019-03-26,-0.00401431694657195
"59",2019-03-27,-0.00346170246729804
"60",2019-03-28,0.000708763434143611
"61",2019-03-29,0.00495913506581203
