"","Date","Port.Ret"
"62",2019-04-01,0.014383931416293
"63",2019-04-02,0.00655978764379062
"64",2019-04-03,0.00505410097476111
"65",2019-04-04,0.00263990342029774
"66",2019-04-05,0.00367465732911798
"67",2019-04-08,0.00692575204049573
"68",2019-04-09,-0.00531806739836171
"69",2019-04-10,0.00536108860409823
"70",2019-04-11,-0.00288711063229774
"71",2019-04-12,0.0031074419233057
"72",2019-04-15,0.00179600497673671
"73",2019-04-16,0.00490593620688284
"74",2019-04-17,0.00943918645253672
"75",2019-04-18,0.000703126028239742
"76",2019-04-22,0.0089281010675597
"77",2019-04-23,0.01548994802163
"78",2019-04-24,-0.00652190708865197
"79",2019-04-25,-0.00123469287630151
"80",2019-04-26,0.00907649689746659
"81",2019-04-29,0.00219568975064099
"82",2019-04-30,-0.0331702690002803
"83",2019-05-01,0.00914682487389262
"84",2019-05-02,-0.00565609461077687
"85",2019-05-03,0.0214061553998199
"86",2019-05-06,-0.00663718592003026
"87",2019-05-07,-0.0186555320983293
"88",2019-05-08,-0.00251807026946793
"89",2019-05-09,-0.0080375920772241
"90",2019-05-10,-0.00619634111452982
"91",2019-05-13,-0.0410721279821342
"92",2019-05-14,0.00563434400801133
"93",2019-05-15,0.021880648785618
"94",2019-05-16,0.0091931701280894
"95",2019-05-17,-0.0134261510321139
"96",2019-05-20,-0.0187669888805924
"97",2019-05-21,0.00909235228403049
"98",2019-05-22,-0.00607539903376841
"99",2019-05-23,-0.017019021669737
"100",2019-05-24,-0.00177504522955585
"101",2019-05-28,0.00135863579159778
"102",2019-05-29,-0.00978201221645336
"103",2019-05-30,0.00158435520116873
"104",2019-05-31,-0.018108585420642
"105",2019-06-03,-0.0387832238391905
"106",2019-06-04,0.0252130537646462
"107",2019-06-05,0.00435474305507944
"108",2019-06-06,0.00898667265786535
"109",2019-06-07,0.0254916148284305
"110",2019-06-10,0.0195036084417799
"111",2019-06-11,0.00423245972896802
"112",2019-06-12,-0.00317991131142015
"113",2019-06-13,0.00594508833243657
"114",2019-06-14,-0.00360602428249102
"115",2019-06-17,0.00713774306100246
"116",2019-06-18,0.014143972831278
"117",2019-06-19,0.00000864243215881189
"118",2019-06-20,0.00699076079617567
"119",2019-06-21,0.000249047727121976
"120",2019-06-24,-0.00153633956293031
"121",2019-06-25,-0.0195913198864706
"122",2019-06-26,0.00963231819883958
"123",2019-06-27,0.0000969026439816556
"124",2019-06-28,-0.00397215683074059
"125",2019-07-01,0.016420214205888
"126",2019-07-02,0.00782221642810144
"127",2019-07-03,0.00646754185748355
"128",2019-07-05,0.003006619360576
"129",2019-07-08,-0.00940243084269399
"130",2019-07-09,0.0110175287063496
"131",2019-07-10,0.0127959006524307
"132",2019-07-11,-0.0045187851583095
"133",2019-07-12,0.00461715488125813
"134",2019-07-15,0.00642280927085603
"135",2019-07-16,-0.00237438312612548
"136",2019-07-17,-0.00700120253341252
"137",2019-07-18,0.00132575636020027
"138",2019-07-19,-0.0117618372445512
"139",2019-07-22,0.0138628958950489
"140",2019-07-23,0.00641377495755213
"141",2019-07-24,-0.00126691451262251
"142",2019-07-25,-0.00909025184794121
"143",2019-07-26,0.0258220135846923
"144",2019-07-29,-0.0049822038901115
"145",2019-07-30,-0.00755370188082316
"146",2019-07-31,-0.000734347305415994
"147",2019-08-01,-0.0117127528910781
"148",2019-08-02,-0.0171522468362386
"149",2019-08-05,-0.0400047004143692
"150",2019-08-06,0.0157262702480709
"151",2019-08-07,0.00573932800158761
"152",2019-08-08,0.0233461027972306
"153",2019-08-09,-0.0119048293583325
"154",2019-08-12,-0.00861579554270075
"155",2019-08-13,0.0283333908732641
"156",2019-08-14,-0.0303820568144975
"157",2019-08-15,0.00149856577387819
"158",2019-08-16,0.0142282602930883
"159",2019-08-19,0.016515314568567
"160",2019-08-20,-0.00673232069939711
"161",2019-08-21,0.010224592807101
"162",2019-08-22,-0.00419745567460716
"163",2019-08-23,-0.0367115277773427
"164",2019-08-26,0.015193254972989
"165",2019-08-27,-0.0056695399960548
"166",2019-08-28,0.00370512435853954
"167",2019-08-29,0.0160066690860237
"168",2019-08-30,-0.00356761765927027
"169",2019-09-03,-0.00786626662272416
"170",2019-09-04,0.0115157729431932
"171",2019-09-05,0.0222380995541378
"172",2019-09-06,-0.0029742252762559
"173",2019-09-09,0.00101447926702436
"174",2019-09-10,0.00271846153305244
"175",2019-09-11,0.0156393583501337
"176",2019-09-12,0.0063448361404701
"177",2019-09-13,-0.00658404040228333
"178",2019-09-16,-0.00576599602092465
"179",2019-09-17,0.00343266985108248
"180",2019-09-18,0.00334889377999392
"181",2019-09-19,-0.000711382974000418
"182",2019-09-20,-0.0124190719662433
"183",2019-09-23,0.00109986949313634
"184",2019-09-24,-0.0134701770288382
"185",2019-09-25,0.0176765503330549
"186",2019-09-26,-0.00830818737724626
"187",2019-09-27,-0.00853725727817944
"188",2019-09-30,0.00910773179551216
"189",2019-10-01,-0.00258748829175115
"190",2019-10-02,-0.0207399352475558
"191",2019-10-03,0.0081787411996761
"192",2019-10-04,0.018704699130152
"193",2019-10-07,-0.00153415776033794
"194",2019-10-08,-0.0140967782633128
"195",2019-10-09,0.010871538403346
"196",2019-10-10,0.00636525365696738
"197",2019-10-11,0.0138978535786036
"198",2019-10-14,0.000687902526040896
"199",2019-10-15,0.0111880728989884
"200",2019-10-16,0.000427773221415739
"201",2019-10-17,0.00558671299128233
"202",2019-10-18,-0.00538324161554127
"203",2019-10-21,0.0117254210149489
"204",2019-10-22,-0.00519766905060959
"205",2019-10-23,0.00851316677106451
"206",2019-10-24,0.00434846510634634
"207",2019-10-25,0.00231477943544034
"208",2019-10-28,0.0126528181207384
"209",2019-10-29,-0.017940231344747
"210",2019-10-30,0.00265452822665502
"211",2019-10-31,0.00775546230771607
"212",2019-11-01,0.0168463282790501
"213",2019-11-04,0.00901996989301024
"214",2019-11-05,-0.000903931479363185
"215",2019-11-06,-0.00089198839192095
"216",2019-11-07,0.00726011296625151
"217",2019-11-08,0.00127302197865786
"218",2019-11-11,-0.00212871267487669
"219",2019-11-12,0.000612964961842932
"220",2019-11-13,-0.000572986045090818
"221",2019-11-14,0.000639243961680691
"222",2019-11-15,0.00767351528855076
"223",2019-11-18,0.000888489267703685
"224",2019-11-19,-0.00239083514227856
"225",2019-11-20,-0.00876865722967368
"226",2019-11-21,-0.00401364765611278
"227",2019-11-22,0.0000932500982586681
"228",2019-11-25,0.0144295008516411
"229",2019-11-26,0.00232638978051192
"230",2019-11-27,0.00877721425775246
"231",2019-11-29,-0.0056460504896888
"232",2019-12-02,-0.0112821282265821
"233",2019-12-03,-0.00781229967631869
"234",2019-12-04,0.00788063766600189
"235",2019-12-05,0.00418706905317889
"236",2019-12-06,0.0124870621316147
"237",2019-12-09,-0.00529834863743683
"238",2019-12-10,0.000875878043427258
"239",2019-12-11,0.00507686269879493
"240",2019-12-12,0.00414753173600846
"241",2019-12-13,0.00499691377847222
"242",2019-12-16,0.0113237211573354
"243",2019-12-17,0.00290170509418997
"244",2019-12-18,-0.00260241960441154
"245",2019-12-19,0.00251113943811898
"246",2019-12-20,-0.00322343727248486
"247",2019-12-23,0.00751818636662094
"248",2019-12-24,-0.00140052600756335
"249",2019-12-26,0.0247182507242039
"250",2019-12-27,-0.00185624954833907
"251",2019-12-30,-0.00461960267339767
