"Date","Port.Ret"
Jan 2015,0.0730683528750365
Feb 2015,0.0725817014002435
Mar 2015,-0.0237326586731583
Apr 2015,0.0408462327293387
May 2015,0.0177563605701551
Jun 2015,-0.0159016745906905
Jul 2015,0.13470109837861
Aug 2015,-0.0404480377386603
Sep 2015,-0.0132218827564432
Oct 2015,0.158140184828861
Nov 2015,0.0336900363071322
Dec 2015,-0.0238745203891566
Jan 2016,-0.0759164402339033
Feb 2016,-0.0402795343436964
Mar 2016,0.0897495175000163
Apr 2016,-0.0328498006364599
May 2016,0.0764065287450062
Jun 2016,-0.0372895040683846
Jul 2016,0.0870745534182395
Aug 2016,0.0116761976709094
Sep 2016,0.0558190424795018
Oct 2016,-0.0143518660031042
Nov 2016,-0.035024543606628
Dec 2016,0.0217336393910564
Jan 2017,0.0594207463568957
Feb 2017,0.0643725572682237
Mar 2017,0.0351711239782846
Apr 2017,0.0451327258088561
May 2017,0.0693659145088901
Jun 2017,-0.0473839213638251
Jul 2017,0.0256979705592029
Aug 2017,0.0364066859703119
Sep 2017,-0.0196057064566945
Oct 2017,0.102168873930974
Nov 2017,0.0298774409951694
Dec 2017,0.00101130040080188
Jan 2018,0.116021508976474
Feb 2018,0.0182920509979999
Mar 2018,-0.0557084200642583
Apr 2018,0.0176800981316792
May 2018,0.0807236851056018
Jun 2018,0.0206350113478404
Jul 2018,0.0549121724797239
Aug 2018,0.11118349736159
Sep 2018,-0.0111398393471217
Oct 2018,-0.110150470411415
Nov 2018,-0.0357082717350056
Dec 2018,-0.09393103610604
Jan 2019,0.0924846758104462
Feb 2019,0.00068353523973023
Mar 2019,0.0768782022689366
Apr 2019,0.0504079253930139
May 2019,-0.0914066601861419
Jun 2019,0.0589082293517253
Jul 2019,0.0626074720488096
Aug 2019,-0.0294751334571282
Sep 2019,0.0254123018316255
Oct 2019,0.0559611319302334
Nov 2019,0.0422445171706538
Dec 2019,0.0467671780545086
