Date,Open,High,Low,Close,Adj Close,Volume
2014-12-31,91.480003,91.480003,91.459999,91.480003,85.509392,348100
2015-01-02,91.459999,91.480003,91.459999,91.459999,85.490692,341000
2015-01-05,91.459999,91.480003,91.459999,91.480003,85.509392,2518350
2015-01-06,91.459999,91.480003,91.459999,91.459999,85.490692,541250
2015-01-07,91.480003,91.480003,91.459999,91.459999,85.490692,153800
2015-01-08,91.480003,91.480003,91.459999,91.459999,85.490692,236450
2015-01-09,91.480003,91.480003,91.459999,91.459999,85.490692,109650
2015-01-12,91.459999,91.480003,91.459999,91.459999,85.490692,221000
2015-01-13,91.480003,91.480003,91.459999,91.459999,85.490692,517300
2015-01-14,91.459999,91.480003,91.459999,91.459999,85.490692,57500
2015-01-15,91.459999,91.480003,91.459999,91.459999,85.490692,270150
2015-01-16,91.459999,91.480003,91.459999,91.459999,85.490692,738950
2015-01-20,91.459999,91.480003,91.459999,91.459999,85.490692,629400
2015-01-21,91.459999,91.480003,91.459999,91.480003,85.509392,952400
2015-01-22,91.459999,91.480003,91.459999,91.459999,85.490692,1430950
2015-01-23,91.459999,91.480003,91.459999,91.480003,85.509392,508000
2015-01-26,91.480003,91.480003,91.459999,91.480003,85.509392,320600
2015-01-27,91.459999,91.480003,91.459999,91.480003,85.509392,191400
2015-01-28,91.459999,91.480003,91.459999,91.459999,85.490692,268900
2015-01-29,91.440002,91.480003,91.440002,91.459999,85.490692,554550
2015-01-30,91.459999,91.480003,91.459999,91.459999,85.490692,205700
2015-02-02,91.480003,91.480003,91.459999,91.459999,85.490692,3557500
2015-02-03,91.459999,91.480003,91.459999,91.480003,85.509392,266100
2015-02-04,91.459999,91.480003,91.459999,91.459999,85.490692,214200
2015-02-05,91.459999,91.480003,91.459999,91.459999,85.490692,414800
2015-02-06,91.480003,91.480003,91.459999,91.459999,85.490692,291750
2015-02-09,91.459999,91.459999,91.440002,91.440002,85.472038,147050
2015-02-10,91.459999,91.459999,91.440002,91.459999,85.490692,170450
2015-02-11,91.440002,91.459999,91.440002,91.440002,85.472038,493200
2015-02-12,91.440002,91.459999,91.440002,91.440002,85.472038,87100
2015-02-13,91.440002,91.459999,91.440002,91.459999,85.490692,383100
2015-02-17,91.459999,91.459999,91.440002,91.459999,85.490692,402400
2015-02-18,91.459999,91.459999,91.440002,91.459999,85.490692,143050
2015-02-19,91.440002,91.459999,91.440002,91.459999,85.490692,167200
2015-02-20,91.440002,91.459999,91.440002,91.440002,85.472038,145450
2015-02-23,91.459999,91.459999,91.440002,91.459999,85.490692,607650
2015-02-24,91.440002,91.459999,91.440002,91.440002,85.472038,330250
2015-02-25,91.440002,91.459999,91.440002,91.459999,85.490692,522850
2015-02-26,91.440002,91.459999,91.440002,91.440002,85.472038,167000
2015-02-27,91.459999,91.459999,91.440002,91.459999,85.490692,200450
2015-03-02,91.440002,91.459999,91.440002,91.440002,85.472038,462650
2015-03-03,91.459999,91.459999,91.440002,91.459999,85.490692,503200
2015-03-04,91.440002,91.459999,91.440002,91.459999,85.490692,124500
2015-03-05,91.440002,91.459999,91.440002,91.459999,85.490692,130450
2015-03-06,91.440002,91.459999,91.440002,91.440002,85.472038,262500
2015-03-09,91.459999,91.459999,91.440002,91.459999,85.490692,986450
2015-03-10,91.459999,91.459999,91.440002,91.459999,85.490692,232150
2015-03-11,91.440002,91.459999,91.440002,91.459999,85.490692,170050
2015-03-12,91.459999,91.459999,91.440002,91.440002,85.472038,812300
2015-03-13,91.440002,91.459999,91.440002,91.459999,85.490692,415650
2015-03-16,91.440002,91.459999,91.440002,91.459999,85.490692,491350
2015-03-17,91.440002,91.459999,91.440002,91.459999,85.490692,429350
2015-03-18,91.440002,91.459999,91.440002,91.459999,85.490692,672550
2015-03-19,91.440002,91.459999,91.440002,91.459999,85.490692,459750
2015-03-20,91.440002,91.459999,91.440002,91.459999,85.490692,183450
2015-03-23,91.440002,91.459999,91.440002,91.440002,85.472038,552400
2015-03-24,91.440002,91.459999,91.440002,91.459999,85.490692,590450
2015-03-25,91.440002,91.459999,91.440002,91.440002,85.472038,983250
2015-03-26,91.440002,91.459999,91.440002,91.440002,85.472038,782950
2015-03-27,91.440002,91.459999,91.440002,91.440002,85.472038,254350
2015-03-30,91.459999,91.459999,91.419998,91.419998,85.453323,648400
2015-03-31,91.419998,91.459999,91.419998,91.459999,85.490692,704400
2015-04-01,91.440002,91.440002,91.419998,91.419998,85.453323,598050
